host_stamp_sec,obj_msg_stamp_sec,B_tcp_x,B_tcp_y,B_tcp_z,B_tcp_rx,B_tcp_ry,B_tcp_rz,C_p_O_x,C_p_O_y,C_p_O_z,C_q_O_x,C_q_O_y,C_q_O_z,C_q_O_w
1769065931.382934809,1769065931.382934809,0.026016713696079472,-0.5697065536778737,0.35224258660055835,1.489104153236151,0.4089953488803202,-0.08943208205084198,-0.1315419233680458,-0.08847786042079896,0.5629264541008551,-0.3727276042403204,0.8448682309017335,0.3598955856051969,-0.1332177650020396
1769065940.313823938,1769065940.313823938,0.025979941362677623,-0.5697179204994232,0.35222144281277984,1.259853241173252,1.973623692718058,1.418363198239417,0.05735333432535214,-0.10451413417902107,0.6789928712252432,0.0364209780195685,0.638717387089487,0.34150891362812996,0.6885385056060488
1769065945.289764404,1769065945.289764404,0.08035509316040065,-0.47925219994542095,0.29518116085940627,1.7840381887736916,1.291002831027764,-0.004071920003621557,0.023370492942448577,-0.0008218986765204247,0.6765215260016096,-0.3681098408979324,0.7101420750213501,0.5567119560220455,0.22419896596679062
1769065949.702626705,1769065949.702626705,0.08037482741644733,-0.4792491372683642,0.29513951621099277,1.7115684087431544,0.9862784522246687,1.2500028372986922,0.1196639552716352,-0.04498513754706464,0.6527164491631704,0.09754548327363662,0.8509793326229802,0.4062979601530134,0.31818394321046445
1769065959.042458057,1769065959.042458057,0.08038941109018449,-0.47928041372123287,0.29513588767693094,1.4891792919065263,0.4089959919485649,-0.08953761486114305,-0.031057069423653265,-0.0613702445741244,0.6219801778683799,-0.3720539120502888,0.8449232467176864,0.3598160365313567,-0.13495559839808417691769065968.290597439,1769065968.290597439,0.1347843523742861,-0.3887856674177316,0.2380522410056065,1.7841082190399506,1.2910741834927015,-0.003990517957386593,0.12365826024494263,0.02612767509076243,0.7374577927449238,-0.36721152722071315,0.7105561146100714,0.5572850356328541,0.2229329301071493
1769065977.397627592,1769065977.397627592,0.1347868174454929,-0.3888095340559585,0.23815056486617975,1.465460370051616,1.3124150098252703,-1.2562534595890613,0.032133592728759326,-0.03168538000560423,0.7244675164164269,0.7337164151868948,-0.3805242917066769,-0.5589213508359736,-0.06684615984568161
1769065982.301173210,1769065982.301173210,0.1347793609546687,-0.38880616683810765,0.23813142750559818,1.4889849075064958,0.4089969096295495,-0.08956036036135388,0.06919582238571836,-0.034546189182312295,0.6811946579117394,-0.3728977459770157,0.8445639066901164,0.3597053504000031,-0.13517077885105375
1769065987.967469692,1769065987.967469692,0.13476900980161605,-0.38882927644840515,0.23808039857788882,0.8375668672564545,1.5606301167003422,0.12409397502310557,0.19158679110650248,-0.008640746450283407,0.6965353717537976,-0.5030708036336071,0.7342293001705146,0.19525826432925503,0.4119481903269871
1769065997.534422636,1769065997.534422636,0.2740105841610937,-0.3402812095937269,0.44778109042374376,1.7115117907804704,0.986385271421743,1.2498400154951006,0.35958443054206035,-0.1492424763277605,0.5443591640415598,0.10032313679868404,0.849689479030135,0.4092299164511504,0.3170077805508166
1769066002.737724304,1769066002.737724304,0.27400425425362723,-0.3402447223187643,0.447804238029241,1.4654904036236147,1.3124997888783887,-1.256218636828383,0.1709174490804366,-0.16222297296107888,0.5561463085266377,0.7324467498701852,-0.37878916311017496,-0.5615925522805406,-0.06822267759274445
1769066013.878993750,1769066013.878993750,0.2740661942303706,-0.3402887280525286,0.447687166353962,0.8374640387049083,1.560712964078964,0.12431420060725809,0.33154048250273305,-0.13983648565668816,0.5295089923839871,-0.5001785806989973,0.7342444634356431,0.19648334437270915,0.41485027504891037
1769066018.077702284,1769066018.077702284,0.27404013980572056,-0.3402608101356164,0.44774700553968555,2.6526807723320887,0.7473225705899956,-0.16083351392984763,0.23900758394100172,-0.11258053967952801,0.6513810967049168,-0.15836040877903365,0.5508872674720543,0.8193671001615006,-0.009096957812592666
1769066024.455897570,1769066024.455897570,0.21961761873808164,-0.43068794103532354,0.504913310849943,1.7838538232412662,1.2909935522637808,-0.004096412813135531,0.1624283071165125,-0.13159888709234688,0.5084124872242035,-0.3655515086143043,0.708748294424649,0.5602310423006328,0.22402930375891453
1769066033.589915991,1769066033.589915991,0.2195871630959334,-0.4307311017339718,0.50486266276869,1.4655985391076343,1.3125251919375052,-1.2563056296992972,0.07067231341089729,-0.18892481018547455,0.4960812447610187,0.733061045781049,-0.379083881615863,-0.5605047207132818,-0.06893019596353422
1769066038.823945284,1769066038.823945284,0.21964112489716714,-0.43073025362473916,0.504768028394838,1.4892116720168629,0.4090698985065766,-0.0896117917026356,0.10792326732821701,-0.19228434649473505,0.4523801231107373,-0.3724952919890763,0.8437394084460882,0.36266854278752664,-0.1335012964483492
1769066044.223496437,1769066044.223496437,0.2196041231392968,-0.43072479600124075,0.5048130148115832,0.83752797918243,1.5606481478611862,0.12423523050882616,0.2308957911973072,-0.16712125248192608,0.46974143132343393,-0.5000294798053084,0.7336302013050441,0.19562043296151327,0.41652117985368187
1769066052.227531433,1769066052.227531433,0.16524805706915197,-0.521133964970144,0.5619204373496811,1.7839186162336889,1.2911282943912654,-0.0039344527819260835,0.06222648856046723,-0.1580436142734955,0.44822979720008127,-0.36593531177656813,0.708975095757809,0.5596029016303479,0.22425488551442235
1769066057.368538380,1769066057.368538380,0.165183009837762,-0.5211632296886812,0.5619425554578681,1.7115144192669443,0.9864392406191395,1.249807566915603,0.15745656137152883,-0.20082831632892742,0.4191063055900034,0.0986797342959347,0.8512404312624332,0.4071297269210822,0.3160655370023682
1769066061.751697540,1769066061.751697540,0.165212480721649,-0.5211475467589779,0.5619582805288029,1.4654258367076098,1.3124885169928817,-1.2561173901225036,-0.029521699771847126,-0.21627666075050805,0.43662560692926417,0.7349715939082865,-0.37690540629058533,-0.5589304610662289,-0.07318340350881776
1769066065.634435892,1769066065.634435892,0.16519799832176796,-0.5211885553963629,0.5618847458416705,1.877346440804227,2.248596581720145,0.11049936956368164,0.08696143735145982,-0.16687000358153053,0.5441632153427733,-0.29255421157921274,0.4388841042425094,0.6532183589248582,0.5432297413562981
1769066089.175034046,1769066089.175034046,0.09242527591235863,-0.3297718697257421,0.29119709370790914,1.7116033244160402,0.9864336789696565,1.2499535674848026,0.22790597293864584,-0.10425280541717838,0.7363587969608932,0.09788350444953968,0.8509657386900026,0.40713570554754075,0.31704360646567425
1769066098.143366098,1769066098.143366098,0.09239647092834259,-0.329817699231223,0.2912352177310962,1.48905398813059,0.4089359435507683,-0.0896550203753458,0.07735118406836025,-0.12081708268811682,0.7060166028005901,-0.3728489316869652,0.845335534189472,0.35801664850684906,-0.13496513686286568
1769066102.847920418,1769066102.847920418,0.0924131042395784,-0.32979998780953923,0.29120345353453087,0.8375057564043611,1.5606894885522722,0.12415986026935827,0.1996439063344932,-0.09521067554239558,0.7204270408489184,-0.5021300079709123,0.7344456162808274,0.19529279757989118,0.4126933668408385
1769066106.748152018,1769066106.748152018,0.03799812468140681,-0.42025146296253185,0.34827241227168054,1.7839814341551572,1.290995232857141,-0.004069386998754696,0.03152110843600815,-0.08699236515365333,0.7014394904331981,-0.3682368271512734,0.7101155725277363,0.5565912944063514,0.22437389280892403
1769066110.815624714,1769066110.815624714,0.0380293958480193,-0.420227152248611,0.3483354406255857,1.7116179557517222,0.9863797183672499,1.2499672069909344,0.12764772392349913,-0.13114031871723572,0.6770117502321684,0.0978284253025496,0.8501661296666917,0.4077292875363292,0.3184399146707252
1769066116.682748556,1769066116.682748556,0.03798642606639541,-0.42023547180289866,0.34830376679781494,1.4654463394376114,1.3125110362754278,-1.2562680474358947,-0.05988460944589261,-0.1449796760825591,0.6906587401376603,0.7346565879715934,-0.3793415998263527,-0.5580793177007809,-0.07019347224457972
1769066121.159661531,1769066121.159661531,0.038001784080934645,-0.420260738277962,0.3482662689046029,1.4891544760592086,0.4089519933047797,-0.08953628956654712,-0.02302265321682391,-0.1480175440434059,0.6473663713361874,-0.37273312954372,0.845109178805521,0.3593849636300044,-0.13305238801262656
1769066125.796936989,1769066125.796936989,0.03796470449139772,-0.4202692525562723,0.34828730338310415,0.8374595523982346,1.5606290663697904,0.12407041709506515,0.09935191945278447,-0.12198708627709445,0.6609733768221975,-0.5032296607192424,0.7331177548699527,0.19459498353783694,0.4140423389567124
1769066130.622391939,1769066130.622391939,-0.016387655014118346,-0.5107122954902225,0.4053118279487724,1.7838919345518023,1.291157980487142,-0.003966320370850769,-0.06853412396817664,-0.11375961765624054,0.6422579881890729,-0.3678544889225123,0.7099735315124175,0.5567213713524306,0.22512657375532613
1769066136.022617579,1769066136.022617579,-0.016397915368927374,-0.5106715438425841,0.4053707478530146,1.711577887806194,0.9864146285104952,1.249930608792411,0.02730362844564716,-0.15771253128147864,0.617229128994378,0.09676454212298718,0.8502614052208347,0.4074352046107666,0.3188866886895766
1769066141.205781460,1769066141.205781460,-0.016408844343336372,-0.5106912520599411,0.4053816480217016,1.4654470443669276,1.3126405894285589,-1.256186103995669,-0.16005187194308113,-0.17202022276424384,0.6313709368600148,0.7353038328285246,-0.3788574240939439,-0.5574131425704482,-0.07131559525321111
1769066147.072762251,1769066147.072762251,-0.016400800264013162,-0.5107198275653567,0.40534682890463836,1.4891221033753295,0.4089730681193004,-0.08947203373804408,-0.12327954288151217,-0.1745891341840529,0.5861259705973864,-0.37419998492692136,0.844804249261749,0.3589024336733323,-0.13217108160767965
1769066151.140376806,1769066151.140376806,-0.016396842915175014,-0.5106744617420741,0.4053917265096524,0.837392368356415,1.5607428099992413,0.12406802635301643,-0.0008742244121222336,-0.14873818380023426,0.6013036608203213,-0.5031349179234131,0.732692279878103,0.1944676622146433,0.4149694033612591
1769066157.542371988,1769066157.542371988,-0.016424410629182012,-0.5107185838196125,0.40535586673975554,1.2597572972235913,1.9737532143883865,1.418330374672923,0.06521380398044192,-0.1906551580338344,0.7033022667684246,0.03636739067975617,0.6393328351934592,0.3409017900298914,0.6882709555785824
9066147.072762251,1769066147.072762251,-0.016400800264013162,-0.5107198275653567,0.40534682890463836,1.4891221033753295,0.4089730681193004,-0.08947203373804408,-0.12327954288151217,-0.1745891341840529,0.5861259705973864,-0.37419998492692136,0.844804249261749,0.3589024336733323,-0.13217108160767965
1769066151.140376806,1769066151.140376806,-0.016396842915175014,-0.5106744617420741,0.4053917265096524,0.837392368356415,1.5607428099992413,0.12406802635301643,-0.0008742244121222336,-0.14873818380023426,0.6013036608203213,-0.5031349179234131,0.732692279878103,0.1944676622146433,0.4149694033612591
1769066157.542371988,1769066157.542371988,-0.016424410629182012,-0.5107185838196125,0.40535586673975554,1.2597572972235913,1.9737532143883865,1.418330374672923,0.06521380398044192,-0.1906551580338344,0.7033022667684246,0.03636739067975617,0.6393328351934592,0.3409017900298914,0.6882709555785824
